,chromosome,start,end,strand,intron_motif,annotation,unique,multi,max_overhang,i,canonical_start,gene_id_start,canonical_end,gene_id_end,n_genes,gene_id,gene_name,intron_group,n_genes_per_intron_group,intron_group_size
28106,7,126794634,126795100,-,2,1,668,0,15,827667,1,ENSMUSG00000042502,1,ENSMUSG00000042502,1,ENSMUSG00000042502,Cd2bp2,Cd2bp2_7_126794634_-,1,3
28107,4,126799941,126800313,-,2,1,424,2,21,827737,1,ENSMUSG00000042446,1,ENSMUSG00000042446,1,ENSMUSG00000042446,Zmym4,Zmym4_4_126799941_-,1,2
28108,4,126799941,126804582,-,2,1,258,1,21,827739,1,ENSMUSG00000042446,1,ENSMUSG00000042446,1,ENSMUSG00000042446,Zmym4,Zmym4_4_126799941_-,1,2
28109,3,126804701,126806321,-,2,1,2555,8,25,827778,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126804701_-,1,2
28110,3,126804701,126806887,-,2,1,162,18,13,827779,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126804701_-,1,2
28111,4,126809459,126816856,-,2,1,1115,0,24,827820,1,ENSMUSG00000042446,1,ENSMUSG00000042446,1,ENSMUSG00000042446,Zmym4,Zmym4_4_126809459_-,1,3
28112,4,126809459,126817361,-,2,1,83,0,16,827822,1,ENSMUSG00000042446,1,ENSMUSG00000042446,1,ENSMUSG00000042446,Zmym4,Zmym4_4_126809459_-,1,3
28113,4,126809459,126842226,-,2,1,130,0,18,827824,1,ENSMUSG00000042446,1,ENSMUSG00000042446,1,ENSMUSG00000042446,Zmym4,Zmym4_4_126809459_-,1,3
28114,6,126811460,126813181,-,2,1,21533,4,21,827850,1,ENSMUSG00000000399,1,ENSMUSG00000000399,1,ENSMUSG00000000399,Ndufa9,Ndufa9_6_126811460_-,1,2
28115,6,126811460,126817460,-,2,1,152,0,23,827851,1,ENSMUSG00000000399,1,ENSMUSG00000000399,1,ENSMUSG00000000399,Ndufa9,Ndufa9_6_126811460_-,1,2
28116,3,126817040,126822867,-,2,1,1747,0,11,827896,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126817040_-,1,2
28117,3,126817040,126825764,-,2,1,97,0,17,827897,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126817040_-,1,2
28118,6,126817603,126818567,-,2,0,211,0,14,827904,1,ENSMUSG00000000399,2,,1,ENSMUSG00000000399,Ndufa9,Ndufa9_6_126817603_-,1,2
28119,6,126817603,126819083,-,2,1,22069,171,25,827905,1,ENSMUSG00000000399,1,ENSMUSG00000000399,1,ENSMUSG00000000399,Ndufa9,Ndufa9_6_126817603_-,1,2
28120,4,126819817,126842226,-,2,1,3870,1,24,827917,1,ENSMUSG00000042446,1,ENSMUSG00000042446,1,ENSMUSG00000042446,Zmym4,Zmym4_4_126819817_-,1,2
28121,4,126819817,126861608,-,2,1,93,0,19,827920,1,ENSMUSG00000042446,1,ENSMUSG00000042446,1,ENSMUSG00000042446,Zmym4,Zmym4_4_126819817_-,1,2
28122,6,126821925,126825869,-,2,0,95,0,18,827930,1,ENSMUSG00000000399,2,,1,ENSMUSG00000000399,Ndufa9,Ndufa9_6_126821925_-,1,2
28123,6,126821925,126826026,-,2,1,12992,32,24,827931,1,ENSMUSG00000000399,1,ENSMUSG00000000399,1,ENSMUSG00000000399,Ndufa9,Ndufa9_6_126821925_-,1,2
28124,3,126822967,126823123,-,2,1,1908,0,20,827937,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126822967_-,1,2
28125,3,126822967,126825764,-,2,1,158,0,21,827938,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126822967_-,1,2
28126,7,126832659,126834435,+,1,1,645,2,20,828000,1,ENSMUSG00000045598,1,ENSMUSG00000045598,1,ENSMUSG00000045598,Zfp553,Zfp553_7_126834435_+,1,2
28127,7,126832690,126834435,+,1,1,266,0,14,828002,0,ENSMUSG00000045598,1,ENSMUSG00000045598,1,ENSMUSG00000045598,Zfp553,Zfp553_7_126834435_+,1,2
28128,3,126841930,126845874,-,2,1,11015,9,25,828048,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126841930_-,1,2
28129,3,126841930,126846336,-,2,1,163,1,25,828049,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126841930_-,1,2
28130,7,126844307,126852976,+,1,1,4014,2,8,828084,1,ENSMUSG00000054716,1,ENSMUSG00000054716,1,ENSMUSG00000054716,Zfp771,Zfp771_7_126852976_+,1,2
28131,7,126844871,126852976,+,1,1,229,1,17,828089,0,ENSMUSG00000054716,1,ENSMUSG00000054716,1,ENSMUSG00000054716,Zfp771,Zfp771_7_126852976_+,1,2
28132,3,126850741,126871150,-,2,1,8481,86,25,828138,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126850741_-,1,2
28133,3,126850741,126873546,-,2,1,447,0,21,828139,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126850741_-,1,2
28134,8,126866483,127047737,+,1,1,90,0,11,828255,1,ENSMUSG00000057060,1,ENSMUSG00000057060,1,ENSMUSG00000057060,Slc35f3,Slc35f3_8_127047737_+,1,2
28135,10,126876969,126877086,-,2,1,110,0,25,828312,1,ENSMUSG00000080115,1,ENSMUSG00000080115,1,ENSMUSG00000080115,Eef1akmt3,Eef1akmt3_10_126876969_-,1,2
28136,10,126876969,126877575,-,2,0,72,0,22,828314,1,ENSMUSG00000080115,2,,1,ENSMUSG00000080115,Eef1akmt3,Eef1akmt3_10_126876969_-,1,2
28137,2,126885464,126888067,+,1,1,69,0,15,828375,1,ENSMUSG00000001998,1,ENSMUSG00000001998,1,ENSMUSG00000001998,Ap4e1,Ap4e1_2_126888067_+,1,2
28138,2,126885677,126888067,+,1,1,576,0,25,828376,1,ENSMUSG00000001998,1,ENSMUSG00000001998,1,ENSMUSG00000001998,Ap4e1,Ap4e1_2_126888067_+,1,2
28139,2,126891483,126894099,+,1,1,425,0,16,828406,1,ENSMUSG00000001998,1,ENSMUSG00000001998,1,ENSMUSG00000001998,Ap4e1,Ap4e1_2_126894099_+,1,2
28140,2,126892933,126894099,+,1,1,138,1,5,828419,0,ENSMUSG00000001998,1,ENSMUSG00000001998,1,ENSMUSG00000001998,Ap4e1,Ap4e1_2_126894099_+,1,2
28141,3,126898512,126955327,-,2,1,1576,26,24,828439,1,ENSMUSG00000032826,0,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126898512_-,1,5
28142,3,126898512,127019412,-,2,1,188,2,12,828440,1,ENSMUSG00000032826,1,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126898512_-,1,5
28143,3,126898512,127041782,-,2,1,788,4,25,828442,1,ENSMUSG00000032826,0,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126898512_-,1,5
28144,3,126898512,127132780,-,2,1,2502,42,14,828444,1,ENSMUSG00000032826,0,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126898512_-,1,5
28145,3,126898512,127292316,-,2,1,536,12,14,828447,1,ENSMUSG00000032826,0,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_126898512_-,1,5
28146,10,126899629,126900453,+,1,1,2472,1,22,828454,1,ENSMUSG00000006728,1,ENSMUSG00000006728,1,ENSMUSG00000006728,Cdk4,Cdk4_10_126900453_+,1,2
28147,10,126900323,126900453,+,1,1,7562,1,15,828467,1,ENSMUSG00000006728,1,ENSMUSG00000006728,1,ENSMUSG00000006728,Cdk4,Cdk4_10_126900453_+,1,2
28148,10,126904060,126904137,-,2,1,11104,2,14,828517,1,ENSMUSG00000006736,1,ENSMUSG00000006736,1,ENSMUSG00000006736,Tspan31,Tspan31_10_126904060_-,1,2
28149,10,126904060,126904290,-,2,0,313,0,16,828518,1,ENSMUSG00000006736,2,,1,ENSMUSG00000006736,Tspan31,Tspan31_10_126904060_-,1,2
28150,10,126905383,126905983,-,2,1,12277,1,20,828541,1,ENSMUSG00000006736,1,ENSMUSG00000006736,1,ENSMUSG00000006736,Tspan31,Tspan31_10_126905383_-,1,3
28151,10,126905383,126906757,-,2,0,741,1,23,828543,1,ENSMUSG00000006736,2,,1,ENSMUSG00000006736,Tspan31,Tspan31_10_126905383_-,1,3
28152,10,126905383,126915535,-,2,0,58,0,25,828545,1,ENSMUSG00000006736,2,,1,ENSMUSG00000006736,Tspan31,Tspan31_10_126905383_-,1,3
28153,2,126912646,126922449,+,1,0,346,0,23,828623,2,,1,ENSMUSG00000001999,1,ENSMUSG00000001999,Blvra,Blvra_2_126922449_+,1,2
28154,2,126912651,126922449,+,1,1,1762,2,5,828629,1,ENSMUSG00000001999,1,ENSMUSG00000001999,1,ENSMUSG00000001999,Blvra,Blvra_2_126922449_+,1,2
28155,2,126912651,126927882,+,1,1,80,0,25,828631,1,ENSMUSG00000001999,1,ENSMUSG00000001999,1,ENSMUSG00000001999,Blvra,Blvra_2_126927882_+,1,3
28156,6,126916990,126919274,+,1,1,1534,2,18,828688,1,ENSMUSG00000030347,1,ENSMUSG00000030347,1,ENSMUSG00000030347,D6Wsu163e,D6Wsu163e_6_126919274_+,1,2
28157,6,126917274,126919274,+,1,1,168,0,22,828690,0,ENSMUSG00000030347,1,ENSMUSG00000030347,1,ENSMUSG00000030347,D6Wsu163e,D6Wsu163e_6_126919274_+,1,2
28158,2,126922579,126927882,+,1,1,795,0,23,828784,1,ENSMUSG00000001999,1,ENSMUSG00000001999,1,ENSMUSG00000001999,Blvra,Blvra_2_126927882_+,1,3
28159,2,126924971,126927882,+,1,1,7342,2,24,828801,1,ENSMUSG00000001999,1,ENSMUSG00000001999,1,ENSMUSG00000001999,Blvra,Blvra_2_126927882_+,1,3
28160,10,126932612,126932783,-,2,1,2853,3,21,828909,1,ENSMUSG00000040462,1,ENSMUSG00000040462,1,ENSMUSG00000040462,Os9,Os9_10_126932612_-,1,2
28161,10,126932612,126933800,-,2,1,8137,12,21,828910,1,ENSMUSG00000040462,1,ENSMUSG00000040462,1,ENSMUSG00000040462,Os9,Os9_10_126932612_-,1,2
28162,10,126935327,126935425,-,2,0,80,0,25,828953,1,ENSMUSG00000040462,2,,1,ENSMUSG00000040462,Os9,Os9_10_126935327_-,1,2
28163,10,126935327,126935481,-,2,1,6994,3,22,828954,1,ENSMUSG00000040462,1,ENSMUSG00000040462,1,ENSMUSG00000040462,Os9,Os9_10_126935327_-,1,2
28164,4,126948176,126951193,-,2,1,545,0,23,829037,1,ENSMUSG00000043872,0,ENSMUSG00000043872,1,ENSMUSG00000043872,Zmym1,Zmym1_4_126948176_-,1,2
28165,4,126948176,126952585,-,2,1,442,0,23,829038,1,ENSMUSG00000043872,1,ENSMUSG00000043872,1,ENSMUSG00000043872,Zmym1,Zmym1_4_126948176_-,1,2
28166,4,126982130,126986704,+,1,1,175,0,12,829185,0,ENSMUSG00000042408,1,ENSMUSG00000042408,1,ENSMUSG00000042408,Zmym6,Zmym6_4_126986704_+,1,3
28167,4,126982348,126986704,+,1,1,3382,1,6,829188,1,ENSMUSG00000042408,1,ENSMUSG00000042408,1,ENSMUSG00000042408,Zmym6,Zmym6_4_126986704_+,1,3
28168,4,126984956,126986704,+,1,0,79,0,14,829208,2,,1,ENSMUSG00000042408,1,ENSMUSG00000042408,Zmym6,Zmym6_4_126986704_+,1,3
28169,4,126998215,127000368,+,1,1,118,0,4,829256,1,ENSMUSG00000042408,1,ENSMUSG00000042408,1,ENSMUSG00000042408,Zmym6,Zmym6_4_127000368_+,1,2
28170,4,126999240,127000368,+,1,1,3582,5,25,829260,1,ENSMUSG00000042408,1,ENSMUSG00000042408,1,ENSMUSG00000042408,Zmym6,Zmym6_4_127000368_+,1,2
28171,10,127003412,127005612,+,1,1,67,2,11,829320,1,ENSMUSG00000006731,1,ENSMUSG00000006731,1,ENSMUSG00000006731,B4galnt1,B4galnt1_10_127005612_+,1,2
28172,10,127003751,127005612,+,1,1,3982,39,20,829328,1,ENSMUSG00000006731,1,ENSMUSG00000006731,1,ENSMUSG00000006731,B4galnt1,B4galnt1_10_127005612_+,1,2
28173,10,127003751,127005846,+,1,1,206,0,22,829330,1,ENSMUSG00000006731,1,ENSMUSG00000006731,1,ENSMUSG00000006731,B4galnt1,B4galnt1_10_127005846_+,1,2
28174,4,127003756,127014220,+,1,1,3610,9,25,829338,1,ENSMUSG00000042408,1,ENSMUSG00000042408,1,ENSMUSG00000042408,Zmym6,Zmym6_4_127014220_+,1,2
28175,10,127005712,127005846,+,1,1,5430,45,22,829357,1,ENSMUSG00000006731,1,ENSMUSG00000006731,1,ENSMUSG00000006731,B4galnt1,B4galnt1_10_127005846_+,1,2
28176,4,127009172,127014220,+,1,0,138,0,24,829384,2,,1,ENSMUSG00000042408,1,ENSMUSG00000042408,Zmym6,Zmym6_4_127014220_+,1,2
28177,4,127018274,127022646,+,1,1,153,0,16,829429,0,ENSMUSG00000070737,1,ENSMUSG00000070737,1,ENSMUSG00000070737,Tmem35b,Tmem35b_4_127022646_+,1,2
28178,7,127018814,127019181,-,2,1,750,7,19,829441,1,ENSMUSG00000045251,0,ENSMUSG00000045251,1,ENSMUSG00000045251,Zfp688,Zfp688_7_127018814_-,1,4
28179,7,127018814,127020576,-,2,1,935,0,12,829444,1,ENSMUSG00000045251,1,ENSMUSG00000045251,1,ENSMUSG00000045251,Zfp688,Zfp688_7_127018814_-,1,4
28180,7,127018814,127020820,-,4,0,231,0,24,829446,1,ENSMUSG00000045251,2,,1,ENSMUSG00000045251,Zfp688,Zfp688_7_127018814_-,1,4
28181,7,127018814,127020980,-,2,1,296,1,20,829447,1,ENSMUSG00000045251,1,ENSMUSG00000045251,1,ENSMUSG00000045251,Zfp688,Zfp688_7_127018814_-,1,4
28182,7,127020691,127020794,-,2,1,226,0,22,829493,1,ENSMUSG00000045251,0,ENSMUSG00000045251,1,ENSMUSG00000045251,Zfp688,Zfp688_7_127020691_-,1,3
28183,7,127020691,127020820,-,4,0,90,1,20,829494,1,ENSMUSG00000045251,2,,1,ENSMUSG00000045251,Zfp688,Zfp688_7_127020691_-,1,3
28184,7,127020691,127020980,-,2,1,454,2,25,829495,1,ENSMUSG00000045251,1,ENSMUSG00000045251,1,ENSMUSG00000045251,Zfp688,Zfp688_7_127020691_-,1,3
28185,4,127021793,127022646,+,1,1,494,1,23,829514,1,ENSMUSG00000070737,1,ENSMUSG00000070737,1,ENSMUSG00000070737,Tmem35b,Tmem35b_4_127022646_+,1,2
28186,10,127023192,127024119,-,2,1,604,1,17,829525,1,ENSMUSG00000019467,0,ENSMUSG00000019467,1,ENSMUSG00000019467,Arhgef25,Arhgef25_10_127023192_-,1,2
28187,10,127023192,127025363,-,2,1,77,0,18,829527,1,ENSMUSG00000019467,1,ENSMUSG00000019467,1,ENSMUSG00000019467,Arhgef25,Arhgef25_10_127023192_-,1,2
28188,8,127025601,127047737,+,1,1,2341,24,25,829545,0,ENSMUSG00000057060,1,ENSMUSG00000057060,1,ENSMUSG00000057060,Slc35f3,Slc35f3_8_127047737_+,1,2
28189,10,127026909,127027204,-,2,1,8800,5,22,829582,0,ENSMUSG00000040415,0,ENSMUSG00000040415,1,ENSMUSG00000040415,Dtx3,Dtx3_10_127026909_-,1,2
28190,10,127026909,127029598,-,2,1,117,0,23,829589,0,ENSMUSG00000040415,1,ENSMUSG00000040415,1,ENSMUSG00000040415,Dtx3,Dtx3_10_127026909_-,1,2
28191,10,127029227,127029598,-,2,1,11844,10,23,829628,1,ENSMUSG00000040415,1,ENSMUSG00000040415,1,ENSMUSG00000040415,Dtx3,Dtx3_10_127029227_-,1,2
28192,10,127029227,127029656,-,2,0,79,0,16,829629,1,ENSMUSG00000040415,2,,1,ENSMUSG00000040415,Dtx3,Dtx3_10_127029227_-,1,2
28193,10,127030504,127031301,-,2,0,97,0,25,829653,1,ENSMUSG00000040415,2,,1,ENSMUSG00000040415,Dtx3,Dtx3_10_127030504_-,1,2
28194,10,127030504,127031562,-,2,1,5827,94,24,829655,1,ENSMUSG00000040415,1,ENSMUSG00000040415,1,ENSMUSG00000040415,Dtx3,Dtx3_10_127030504_-,1,2
28195,8,127048063,127108853,+,1,1,2114,71,21,829774,1,ENSMUSG00000057060,1,ENSMUSG00000057060,1,ENSMUSG00000057060,Slc35f3,Slc35f3_8_127108853_+,1,2
28196,7,127070292,127071269,+,1,1,378,0,24,830131,0,ENSMUSG00000030822,1,ENSMUSG00000030822,1,ENSMUSG00000030822,Prr14,Prr14_7_127071269_+,1,2
28197,7,127071150,127071269,+,1,1,1006,0,20,830278,1,ENSMUSG00000030822,1,ENSMUSG00000030822,1,ENSMUSG00000030822,Prr14,Prr14_7_127071269_+,1,2
28198,7,127073159,127073685,+,1,1,304,0,11,830324,1,ENSMUSG00000030822,1,ENSMUSG00000030822,1,ENSMUSG00000030822,Prr14,Prr14_7_127073685_+,1,2
28199,7,127073595,127073685,+,1,1,2350,0,24,830341,1,ENSMUSG00000030822,1,ENSMUSG00000030822,1,ENSMUSG00000030822,Prr14,Prr14_7_127073685_+,1,2
28200,2,127084958,127086832,-,2,1,5276,7,21,830548,1,ENSMUSG00000003662,1,ENSMUSG00000003662,1,ENSMUSG00000003662,Ciao1,Ciao1_2_127084958_-,1,2
28201,2,127084958,127087642,-,2,1,813,9,21,830549,1,ENSMUSG00000003662,1,ENSMUSG00000003662,1,ENSMUSG00000003662,Ciao1,Ciao1_2_127084958_-,1,2
28202,2,127087845,127088332,-,2,1,4939,1,24,830578,1,ENSMUSG00000003662,1,ENSMUSG00000003662,1,ENSMUSG00000003662,Ciao1,Ciao1_2_127087845_-,1,2
28203,2,127087845,127088521,-,2,1,488,0,25,830579,1,ENSMUSG00000003662,1,ENSMUSG00000003662,1,ENSMUSG00000003662,Ciao1,Ciao1_2_127087845_-,1,2
28204,8,127098889,127108853,+,1,0,97,0,25,830684,2,,1,ENSMUSG00000057060,1,ENSMUSG00000057060,Slc35f3,Slc35f3_8_127108853_+,1,2
28205,10,127103352,127110582,+,1,1,5585,2553,3,830751,1,ENSMUSG00000025410,1,ENSMUSG00000025410,1,ENSMUSG00000025410,Dctn2,Dctn2_10_127110582_+,1,2
28206,10,127108913,127110582,+,1,0,198,1,20,830798,2,,1,ENSMUSG00000025410,1,ENSMUSG00000025410,Dctn2,Dctn2_10_127110582_+,1,2
28207,7,127111511,127113336,+,1,1,1737,33,22,830828,0,ENSMUSG00000053877,1,ENSMUSG00000053877,1,ENSMUSG00000053877,Srcap,Srcap_7_127113336_+,1,2
28208,7,127111511,127115113,+,1,1,100,0,12,830831,0,ENSMUSG00000053877,1,ENSMUSG00000053877,1,ENSMUSG00000053877,Srcap,Srcap_7_127115113_+,1,3
28209,7,127111803,127113336,+,1,1,195,4,3,830840,0,ENSMUSG00000053877,1,ENSMUSG00000053877,1,ENSMUSG00000053877,Srcap,Srcap_7_127113336_+,1,2
28210,10,127112719,127113355,+,1,1,254,0,17,830867,1,ENSMUSG00000025410,1,ENSMUSG00000025410,1,ENSMUSG00000025410,Dctn2,Dctn2_10_127113355_+,1,2
28211,10,127113190,127113355,+,1,1,21597,65,24,830874,1,ENSMUSG00000025410,1,ENSMUSG00000025410,1,ENSMUSG00000025410,Dctn2,Dctn2_10_127113355_+,1,2
28212,7,127113413,127115113,+,1,1,3316,127,20,830883,1,ENSMUSG00000053877,1,ENSMUSG00000053877,1,ENSMUSG00000053877,Srcap,Srcap_7_127115113_+,1,3
28213,10,127114278,127117269,+,1,1,33888,212,22,830907,1,ENSMUSG00000025410,1,ENSMUSG00000025410,1,ENSMUSG00000025410,Dctn2,Dctn2_10_127117269_+,1,3
28214,10,127114280,127117269,+,1,0,259,0,24,830908,2,,1,ENSMUSG00000025410,1,ENSMUSG00000025410,Dctn2,Dctn2_10_127117269_+,1,3
28215,7,127114483,127115113,+,3,1,381,0,18,830909,0,ENSMUSG00000053877,1,ENSMUSG00000053877,1,ENSMUSG00000053877,Srcap,Srcap_7_127115113_+,1,3
28216,10,127116147,127117269,+,1,0,110,2,19,830941,2,,1,ENSMUSG00000025410,1,ENSMUSG00000025410,Dctn2,Dctn2_10_127117269_+,1,3
28217,6,127126527,127188462,+,1,1,550,1,25,831116,1,ENSMUSG00000097166,1,ENSMUSG00000097166,1,ENSMUSG00000097166,9330179D12Rik,9330179D12Rik_6_127188462_+,1,3
28218,6,127126782,127188462,+,1,1,191,0,19,831142,0,ENSMUSG00000097166,1,ENSMUSG00000097166,1,ENSMUSG00000097166,9330179D12Rik,9330179D12Rik_6_127188462_+,1,3
28219,10,127132503,127132585,-,2,1,8496,1,9,831237,1,ENSMUSG00000040354,1,ENSMUSG00000040354,1,ENSMUSG00000040354,Mars1,Mars1_10_127132503_-,1,2
28220,10,127132503,127132741,-,2,1,1761,1,16,831238,1,ENSMUSG00000040354,1,ENSMUSG00000040354,1,ENSMUSG00000040354,Mars1,Mars1_10_127132503_-,1,2
28221,3,127132842,127202493,-,2,1,8300,829,6,831261,0,ENSMUSG00000032826,0,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_127132842_-,1,2
28222,3,127132842,127292316,-,2,1,608,13,25,831262,0,ENSMUSG00000032826,0,ENSMUSG00000032826,1,ENSMUSG00000032826,Ank2,Ank2_3_127132842_-,1,2
28223,1,127133165,127234370,+,1,1,232,2,25,831274,1,ENSMUSG00000036155,1,ENSMUSG00000036155,1,ENSMUSG00000036155,Mgat5,Mgat5_1_127234370_+,1,2
28224,10,127141727,127142408,-,2,0,286,0,17,831517,1,ENSMUSG00000040354,2,,1,ENSMUSG00000040354,Mars1,Mars1_10_127141727_-,1,2
28225,10,127141727,127144126,-,2,1,6848,1,15,831520,1,ENSMUSG00000040354,1,ENSMUSG00000040354,1,ENSMUSG00000040354,Mars1,Mars1_10_127141727_-,1,2
28226,10,127144549,127144776,-,2,1,9929,2,23,831548,1,ENSMUSG00000040354,1,ENSMUSG00000040354,1,ENSMUSG00000040354,Mars1,Mars1_10_127144549_-,1,2
28227,10,127144549,127144811,-,2,0,66,0,24,831549,1,ENSMUSG00000040354,2,,1,ENSMUSG00000040354,Mars1,Mars1_10_127144549_-,1,2
28228,8,127149570,127151741,+,1,1,7877,0,24,831580,1,ENSMUSG00000051671,1,ENSMUSG00000051671,1,ENSMUSG00000051671,Coa6,Coa6_8_127151741_+,1,2
28229,8,127150405,127151741,+,1,0,173,0,25,831581,2,,1,ENSMUSG00000051671,1,ENSMUSG00000051671,Coa6,Coa6_8_127151741_+,1,2
28230,8,127155792,127157272,-,2,0,48,0,25,831612,1,ENSMUSG00000090290,2,,1,ENSMUSG00000090290,Tarbp1,Tarbp1_8_127155792_-,1,2
28231,8,127155792,127157560,-,2,1,78,0,22,831613,1,ENSMUSG00000090290,1,ENSMUSG00000090290,1,ENSMUSG00000090290,Tarbp1,Tarbp1_8_127155792_-,1,2
28232,6,127162538,127188462,+,1,1,459,1,23,831675,1,ENSMUSG00000097166,1,ENSMUSG00000097166,1,ENSMUSG00000097166,9330179D12Rik,9330179D12Rik_6_127188462_+,1,3
28233,7,127176819,127177146,+,1,1,714,1,17,831768,0,ENSMUSG00000030815,1,ENSMUSG00000030815,1,ENSMUSG00000030815,Phkg2,Phkg2_7_127177146_+,1,2
28234,7,127176819,127178838,+,1,1,77,0,18,831769,0,ENSMUSG00000030815,1,ENSMUSG00000030815,1,ENSMUSG00000030815,Phkg2,Phkg2_7_127178838_+,1,2
28235,7,127176883,127177146,+,1,1,2990,0,3,831774,1,ENSMUSG00000030815,1,ENSMUSG00000030815,1,ENSMUSG00000030815,Phkg2,Phkg2_7_127177146_+,1,2
28236,7,127177202,127178838,+,1,1,3942,3,25,831780,1,ENSMUSG00000030815,1,ENSMUSG00000030815,1,ENSMUSG00000030815,Phkg2,Phkg2_7_127178838_+,1,2
28237,7,127177202,127178981,+,1,1,82,0,20,831782,1,ENSMUSG00000030815,1,ENSMUSG00000030815,1,ENSMUSG00000030815,Phkg2,Phkg2_7_127178981_+,1,2
28238,1,127177577,127234370,+,1,1,1277,1,24,831791,1,ENSMUSG00000036155,1,ENSMUSG00000036155,1,ENSMUSG00000036155,Mgat5,Mgat5_1_127234370_+,1,2
28239,7,127178905,127178981,+,1,1,4086,1,17,831817,1,ENSMUSG00000030815,1,ENSMUSG00000030815,1,ENSMUSG00000030815,Phkg2,Phkg2_7_127178981_+,1,2
28240,10,127226297,127280144,+,1,1,339,1,24,832106,1,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127280144_+,1,6
28241,10,127236063,127280144,+,1,1,6742,63,9,832141,1,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127280144_+,1,6
28242,10,127256306,127280144,+,1,1,757,6,5,832205,0,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127280144_+,1,6
28243,10,127257218,127280144,+,1,1,719,4,19,832212,0,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127280144_+,1,6
28244,10,127257236,127280144,+,1,1,4030,12,20,832219,0,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127280144_+,1,6
28245,2,127278766,127279546,-,2,0,87,0,22,832304,1,ENSMUSG00000027371,2,,1,ENSMUSG00000027371,Fahd2a,Fahd2a_2_127278766_-,1,2
28246,2,127278766,127280032,-,2,1,5104,13,23,832307,1,ENSMUSG00000027371,1,ENSMUSG00000027371,1,ENSMUSG00000027371,Fahd2a,Fahd2a_2_127278766_-,1,2
28247,10,127279082,127280144,+,1,0,214,2,22,832315,2,,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127280144_+,1,6
28248,10,127295445,127300850,+,1,1,887,1,19,832407,1,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127300850_+,1,2
28249,10,127298153,127300850,+,1,1,1151,1,17,832413,1,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127300850_+,1,2
28250,10,127300883,127307636,+,1,1,669,1,24,832436,1,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127307636_+,1,2
28251,10,127301054,127307636,+,1,1,643,0,22,832437,1,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127307636_+,1,2
28252,10,127312568,127319844,+,1,1,335,2,7,832518,1,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127319844_+,1,2
28253,10,127317664,127319844,+,1,1,993,1,13,832553,1,ENSMUSG00000025404,1,ENSMUSG00000025404,1,ENSMUSG00000025404,R3hdm2,R3hdm2_10_127319844_+,1,2
28254,10,127356041,127356206,-,2,1,1905,0,24,832775,1,ENSMUSG00000025403,1,ENSMUSG00000025403,1,ENSMUSG00000025403,Shmt2,Shmt2_10_127356041_-,1,2
